"Name","Address","Website","Type","Awards offered","Campus setting","Campus housing","Student population","Undergraduate students","Graduation Rate","Transfer-Out Rate","Cohort Year *","Net Price **","Largest Program","IPEDS ID","OPE ID"
"Sacramento Center","160 Promenade Circle, Suite 115, Sacramento, California 95834-1746","www.myunion.edu","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship","City: Large","No","","","NA","NA","Fall 2017","NA","-","20627903","01092302"
"SAE Expression College","6601 Shellmond St, Emeryville, California 94608","usa.sae.edu/campuses/emeryville/","4-year, Private for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","Suburb: Large","No","345","345","69%","NA","Fall 2011","$26,353","-","447458","03973300"
"Saint Mary's College of California","1928 Saint Marys Road, Moraga, California 94575","https://www.stmarys-ca.edu","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship","Suburb: Large","Yes","3913","2777","76%","NA","Fall 2011","$33,414","-","123554","00130200"
"Samuel Merritt University","3100 Telegraph Avenue, Oakland, California 94609","www.samuelmerritt.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree|Post-master's certificate|Doctor's degree - professional practice","City: Large","No","2141","919","NA","NA","Fall 2011","NA","-","122296","00701200"
"San Diego Christian College","200 Riverview Parkway, Santee, California 92071","sdcc.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree","Suburb: Large","Yes","680","658","57%","7%","Fall 2011","$26,980","-","112084","01203100"
"San Diego Mesa College","7250 Mesa College Dr, San Diego, California 92111-4998","www.sdmesa.edu/","4-year, primarily associate's, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate|Bachelor's degree","City: Large","No","23532","23532","23%","18%","Fall 2011","$7,543","-","122375","00127500"
"San Diego State University","5500 Campanile Dr, San Diego, California 92182-0001","www.sdsu.edu","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship|Doctor's degree - professional practice|Doctor's degree - other","City: Large","Yes","35158","30272","74%","3%","Fall 2011","$13,363","-","122409","00115100"
"San Diego State University-Imperial Valley Campus","720 Heber Ave, Calexico, California 92231","www.ivcampus.sdsu.edu","4-year, Public","Bachelor's degree|Master's degree","Suburb: Midsize","","","","NA","NA","Fall 2017","NA","-","12240901","00115101"
"San Francisco Art Institute","800 Chestnut St, San Francisco, California 94133-2299","www.sfai.edu","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree","City: Large","Yes","433","299","41%","NA","Fall 2011","$52,451","-","122454","00394800"
"San Francisco Conservatory of Music","50 Oak Street, San Francisco, California 94102-6011","https://sfcm.edu","4-year, Private not-for-profit","One but less than two years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate","City: Large","Yes","414","205","63%","NA","Fall 2011","$37,873","-","122506","00127800"
"SAN FRANCISCO LAW SCHOOL","One Beach Street, Suite 100/200, SAN FRANCISCO, California 94133-1221","https://www.alliant.edu","4-year, Private for-profit","Doctor's degree - professional practice","City: Large","","","","NA","NA","Fall 2017","NA","-","11046806",""
"San Francisco State University","1600 Holloway Ave, San Francisco, California 94132","www.sfsu.edu","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice|Doctor's degree - other","City: Large","Yes","29758","26680","54%","7%","Fall 2011","$13,551","-","122597","00115400"
"San Francisco Theological Seminary","105 Seminary Road, San Anselmo, California 94960-0000","www.sfts.edu","4-year, Private not-for-profit","Postbaccalaureate certificate|Master's degree|Doctor's degree - professional practice","Suburb: Large","Yes","159","","NA","NA","Fall 2011","NA","-","122603","00127900"
"San Joaquin College of Law","901 Fifth St, Clovis, California 93612-1312","www.sjcl.edu","4-year, Private not-for-profit","Doctor's degree - professional practice","Suburb: Large","No","170","","NA","NA","Fall 2011","NA","-","122649","02500000"
"San Joaquin Valley College-Online","8344 W. Mineral King Blvd., Visalia, California 93291-4523","www.sjvc.edu","4-year, Private for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","Rural: Fringe","No","","","NA","NA","Fall 2017","NA","Medical/Clinical Assistant","12268502","02120700"
"San Joaquin Valley College-Visalia","8344 W Mineral King Ave, Visalia, California 93291-9283","www.sjvc.edu","4-year, primarily associate's, Private for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","Rural: Fringe","No","5239","5239","51%","NA","Fall 2011","$19,587","Respiratory Care Therapy/Therapist","122685","02120700"
"San Jose Campus","1885 Lundy Avenue, Suite 108, San Jose, California 95131","www.fivebranches.edu","4-year, Private for-profit","Master's degree|Doctor's degree - professional practice","City: Large","","","","NA","NA","Fall 2017","NA","-","11458501","03131301"
"San Jose State University","One Washington Square, San Jose, California 95192-0001","www.sjsu.edu","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree","City: Large","Yes","35835","27778","57%","5%","Fall 2011","$13,906","-","122755","00115500"
"Sanford Burnham Prebys Medical Discovery Institute","10901 North Torrey Pines Road, La Jolla, California 92037-1005","www.sbpdiscovery.org/graduateschool","4-year, Private not-for-profit","Doctor's degree - research/scholarship","City: Large","No","31","","NA","NA","Fall 2011","NA","-","481535","04220600"
"Santa Ana College","1530 W. 17th Street, Santa Ana, California 92706-3398","www.sac.edu","4-year, primarily associate's, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree","City: Large","No","28083","28083","25%","9%","Fall 2011","$6,931","-","121619","00128400"
"Santa Barbara Business College - Ventura","4839 Market Street, Ventura, California 93003-8053","https://sbbcollege.edu","4-year, Private for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree|Master's degree","City: Midsize","No","","","NA","NA","Fall 2017","NA","-","43342002","00998905"
"Santa Barbara Business College-Bakersfield","5300 California Avenue, Bakersfield, California 93309","sbbcollege.edu","4-year, primarily associate's, Private for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","City: Large","No","332","332","54%","NA","Fall 2011","$14,481","-","122834","02577900"
"Santa Barbara Business College-Santa Maria","303 E Plaza Dr Ste 1, Santa Maria, California 93454","sbbcollege.edu","4-year, primarily associate's, Private for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","City: Midsize","No","78","78","70%","NA","Fall 2011","$15,789","-","122852","02578000"
"Santa Clara University","500 El Camino Real, Santa Clara, California 95053","www.scu.edu","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Midsize","Yes","8629","5499","90%","NA","Fall 2011","$38,900","-","122931","00132600"
"Santa Monica College","1900 Pico Blvd, Santa Monica, California 90405-1628","www.smc.edu","4-year, primarily associate's, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree","City: Small","No","29760","29760","30%","18%","Fall 2011","$6,688","-","122977","00128600"
"Saybrook University","475 14th St, Oakland, California 94612-1943","www.saybrook.edu","4-year, Private not-for-profit","Master's degree|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Large","No","685","","NA","NA","Fall 2011","NA","-","123095","02120600"
"Scripps College","1030 North Columbia Avenue, Claremont, California 91711-3905","www.scrippscollege.edu","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate","Suburb: Large","Yes","1083","1065","88%","NA","Fall 2011","$36,831","-","123165","00117400"
"Shasta Bible College and Graduate School","2951 Goodwater Ave., Redding, California 96002","www.shasta.edu","4-year, Private not-for-profit","One but less than two years certificate|Associate's degree|Two but less than 4 years certificate|Bachelor's degree|Master's degree","City: Small","Yes","55","42","25%","75%","Fall 2011","$14,753","-","123280","02359300"
"Shasta College","11555 Old Oregon Trail, Redding, California 96003","www.shastacollege.edu","4-year, primarily associate's, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree","Suburb: Midsize","Yes","9160","9160","20%","14%","Fall 2011","$5,976","-","123299","00128900"
"Simpson University","2211 College View Drive, Redding, California 96003-8606","www.simpsonu.edu","4-year, Private not-for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree","City: Small","Yes","903","777","57%","33%","Fall 2011","$27,613","-","123457","00129100"
"Skyline College","3300 College Dr, San Bruno, California 94066-1698","skylinecollege.edu","4-year, primarily associate's, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree","Suburb: Large","No","9235","9235","25%","11%","Fall 2011","$4,130","-","123509","00771300"
"Sofia University","1069 East Meadow Cr, Palo Alto, California 94303","www.sofia.edu","4-year, Private for-profit","Bachelor's degree|Master's degree|Doctor's degree - research/scholarship","City: Small","No","345","11","NA","NA","Fall 2011","NA","-","110778","02267600"
"Soka University of America","1 University Drive, Aliso Viejo, California 92656-8081","www.soka.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree","Suburb: Large","Yes","427","412","94%","NA","Fall 2011","$13,346","-","399911","03814400"
"Solano Community College","4000 Suisun Valley Rd, Fairfield, California 94534-3197","www.solano.edu","4-year, primarily associate's, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate|Bachelor's degree","Suburb: Midsize","No","9625","9625","28%","14%","Fall 2011","$7,648","-","123563","00129200"
"Sonoma State University","1801 E Cotati Ave, Rohnert Park, California 94928-3609","www.sonoma.edu","4-year, Public","Bachelor's degree|Master's degree|Post-master's certificate","Suburb: Large","Yes","9481","8667","58%","6%","Fall 2011","$16,807","-","123572","00115600"
"South Baylo University","1126 N Brookhurst St, Anaheim, California 92801-1701","www.southbaylo.edu","4-year, Private not-for-profit","Master's degree|Doctor's degree - professional practice","City: Large","No","522","53","NA","NA","Fall 2011","NA","-","123633","02597300"
"Southern California Institute of Architecture","960 E. 3rd Street, Los Angeles, California 90013-1822","www.sciarc.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree","City: Large","No","514","264","100%","NA","Fall 2011","$50,972","-","123952","02075800"
"Southern California Institute of Technology","525 N. Muller Street, Anaheim, California 92801-3758","https://www.scitech.edu","4-year, primarily associate's, Private for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","City: Large","No","583","583","75%","NA","Fall 2011","$23,196","-","399869","03113600"
"Southern California Seminary","2075 E. Madison Avenue, El Cajon, California 92019-1108","www.socalsem.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree|Doctor's degree - professional practice","Suburb: Large","Yes","206","51","NA","NA","Fall 2011","$26,555","-","117575","03332300"
"Southern California University of Health Sciences","16200 East Amber Valley Drive, Whittier, California 90604","www.scuhs.edu","4-year, Private not-for-profit","Less than one year certificate|Bachelor's degree|Master's degree|Doctor's degree - professional practice","Suburb: Large","No","1096","591","NA","NA","Fall 2011","$18,878","-","117672","00122900"
"Southern States University","1094 Cuhady Place, #120, San Diego, California 92110","www.ssu.edu/","4-year, Private for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree","City: Large","No","137","52","18%","NA","Fall 2011","NA","-","490063","04195500"
"Southwestern Law School","3050 Wilshire Boulevard, Los Angeles, California 90010-1106","www.swlaw.edu","4-year, Private not-for-profit","Master's degree|Doctor's degree - professional practice","City: Large","Yes","784","","NA","NA","Fall 2011","NA","-","123970","00129500"
"St John's Seminary","5012 Seminary Rd, Camarillo, California 93012-2500","www.stjohnsem.edu","4-year, Private not-for-profit","Master's degree","Rural: Fringe","Yes","118","","NA","NA","Fall 2011","NA","-","123855","00129900"
"Stanbridge University","2041 Business Ctr Dr Ste 107, Irvine, California 92612","www.stanbridge.edu","4-year, primarily associate's, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate|Bachelor's degree|Master's degree","City: Large","No","1331","1173","71%","NA","Fall 2011","$23,224","Licensed Practical/Vocational Nurse Training","446561","03889300"
"Stanford University","Stanford, California 94305","www.stanford.edu/","4-year, Private not-for-profit","Bachelor's degree|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","Suburb: Large","Yes","17534","7064","94%","NA","Fall 2011","$16,562","-","243744","00130500"
"Starr King School for the Ministry","2441 Le Conte Avenue, Berkeley, California 94709-1209","www.sksm.edu","4-year, Private not-for-profit","Postbaccalaureate certificate|Master's degree","City: Midsize","No","87","","NA","NA","Fall 2011","NA","-","123916","00408000"
"SUM Bible College and Theological Seminary","1107 Investment Blvd., El Dorado Hills, California 95762","www.sum.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree","Rural: Fringe","Yes","638","512","60%","4%","Fall 2011","$22,304","-","447953","03752400"
"Teachers College of San Joaquin","2857 Transworld Dr., Stockton, California 95206","www.teacherscollegesj.edu","4-year, Public","Less than one year certificate|One but less than two years certificate|Postbaccalaureate certificate|Master's degree","City: Large","No","846","627","NA","NA","Fall 2011","NA","-","488800","04224800"
"The Chicago School of Professional Psychology at Irvine","4199 Campus Dr, Irvine, California 92612","www.thechicagoschool.edu","4-year, Private not-for-profit","Master's degree|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Large","No","300","","NA","NA","Fall 2011","NA","-","455433","02155305"
"The Chicago School of Professional Psychology at Los Angeles","617 W 7th St, Los Angeles, California 90017","www.thechicagoschool.edu/","4-year, Private not-for-profit","Bachelor's degree|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Large","No","2442","138","NA","NA","Fall 2011","NA","-","455664","02155300"
"The Chicago School of Professional Psychology at San Diego","401 W. A Street at 1 Columbia Place, San Diego, California 92101-7903","https://www.thechicagoschool.edu/san-diego/","4-year, Private not-for-profit","Master's degree|Doctor's degree - professional practice","City: Large","No","30","","NA","NA","Fall 2011","NA","-","491190","02155309"
"The Colburn Conservatory of Music","200 S. Grand Avenue, Los Angeles, California 90012","www.colburnschool.edu","4-year, Private not-for-profit","Two but less than 4 years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree","City: Large","Yes","116","57","68%","16%","Fall 2011","$9,900","-","488819",""
"The Master's University and Seminary","21726 Placerita Canyon Road, Santa Clarita, California 91321-1200","www.masters.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree|Doctor's degree - research/scholarship","Suburb: Large","Yes","1946","1344","55%","8%","Fall 2011","$26,809","-","117751","00122000"
"The Santa Barbara and Ventura Colleges of Law at Santa Barbara","20 E Victoria St, Santa Barbara, California 93101","www.collegesoflaw.edu","4-year, Private not-for-profit","Doctor's degree - professional practice","City: Small","No","77","","NA","NA","Fall 2011","NA","-","475228","04250101"
"The Santa Barbara and Ventura Colleges of Law at Ventura","4475 Market St, Ventura, California 93003","www.collegesoflaw.edu","4-year, Private not-for-profit","Master's degree|Doctor's degree - professional practice","City: Midsize","No","109","","NA","NA","Fall 2011","NA","-","125037","04250100"
"The University of America","41707 Winchester  Road, Temecula, California 92590","ua-edu.us","4-year, Private not-for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate|Bachelor's degree|Master's degree|Doctor's degree - research/scholarship|Doctor's degree - other","City: Midsize","No","","","NA","NA","Fall 2011","NA","-","475237",""
"The Wright Institute","2728 Durant Ave, Berkeley, California 94704-1796","www.wi.edu","4-year, Private not-for-profit","Master's degree|Doctor's degree","City: Midsize","No","506","","NA","NA","Fall 2011","NA","-","126012","00884600"
"Thomas Aquinas College","10,000 Ojai Road, Santa Paula, California 93060","https://www.thomasaquinas.edu","4-year, Private not-for-profit","Bachelor's degree","Rural: Distant","Yes","369","369","79%","21%","Fall 2011","$21,331","-","124292","02358000"
"Thomas Jefferson School of Law","1155 Island Avenue, San Diego, California 92101","www.tjsl.edu","4-year, Private not-for-profit","Master's degree|Doctor's degree - professional practice","City: Large","Yes","569","","NA","NA","Fall 2011","NA","-","126049","01085400"
"Touro University California","1310 Club Drive, Vallejo, California 94592","www.tu.edu/","4-year, Private not-for-profit","Master's degree|Doctor's degree - professional practice","City: Midsize","No","1478","","NA","NA","Fall 2011","NA","-","459736","04142600"
"Touro University Worldwide","10601 Calle Lee  #179, Los Alamitos, California 90720","www.tuw.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree|Doctor's degree - research/scholarship","Suburb: Large","No","1355","538","60%","40%","Fall 2011","$21,122","-","459727","04142500"
"Trident University International","5757 Plaza Drive, Suite 100, Cypress, California 90630-5041","www.trident.edu/","4-year, Private for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship","Suburb: Large","No","6982","4371","26%","NA","Fall 2011","$13,417","-","450979","04127900"
"Trinity Law School","2200 N Grand Ave, Santa Ana, California 92705","tls.edu","4-year, Private not-for-profit","Master's degree|Doctor's degree - professional practice","City: Large","No","217","","NA","NA","Fall 2011","NA","-","123448","00177212"
"Trinity School of Health and Allied Sciences","3440 Carson St. Suite 102, Torrance, California 90503","tshas.edu/","4-year, primarily associate's, Private for-profit","Less than one year certificate|One but less than two years certificate|Bachelor's degree","City: Large","No","113","113","86%","NA","Fall 2011","NA","Nursing Assistant/Aide and Patient Care Assistant/Aide","459161","04160100"
"United States University","7675 Mission Valley Road, San Diego, California 92108","https://www.usuniversity.edu/","4-year, Private for-profit","One but less than two years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate","City: Large","No","429","99","0%","14%","Fall 2011","$19,364","-","447050","04005300"
"Unitek College","4670 Auto Mall Parkway, Fremont, California 94538-3185","www.unitekcollege.edu/","4-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree","Suburb: Large","No","","","NA","NA","Fall 2017","NA","-","45920401","04169701"
"Unitek College","4670 Auto Mall Pkwy, Fremont, California 94538","unitekcollege.edu/","4-year, primarily associate's, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree","Suburb: Large","No","2715","2715","73%","NA","Fall 2011","$39,704","-","459204","04169700"
"University of Antelope Valley","44055 Sierra Highway, Lancaster, California 93534","www.uav.edu/","4-year, primarily associate's, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree|Master's degree","Suburb: Large","Yes","714","672","67%","NA","Fall 2011","$24,889","Emergency Care Attendant (EMT Ambulance)","442930","03427500"
"University of California-Berkeley","200 California Hall, Berkeley, California 94720","www.berkeley.edu","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Midsize","Yes","41891","30574","91%","NA","Fall 2011","$18,178","-","110635","00131200"
"University of California-Davis","One Shields Avenue, Davis, California 95616-8678","www.ucdavis.edu","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","Suburb: Small","Yes","37380","30066","85%","NA","Fall 2011","$16,446","-","110644","00131300"
"University of California-Hastings College of Law","200 McAllister Street, San Francisco, California 94102-4978","www.uchastings.edu","4-year, Public","Master's degree|Doctor's degree - professional practice","City: Large","Yes","1028","","NA","NA","Fall 2011","NA","-","110398","00394700"
"University of California-Irvine","501 Aldrich Hall, Irvine, California 92697","www.uci.edu/","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Large","Yes","35242","29307","85%","NA","Fall 2011","$13,944","-","110653","00131400"
"University of California-Los Angeles","405 Hilgard Ave, Los Angeles, California 90095-1405","www.ucla.edu/","4-year, Public","Bachelor's degree|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Large","Yes","44027","31002","91%","4%","Fall 2011","$14,760","-","110662","00131500"
"University of California-Merced","5200 North Lake Road, Merced, California 95343-5603","www.ucmerced.edu","4-year, Public","Bachelor's degree|Master's degree|Doctor's degree - research/scholarship","Rural: Fringe","Yes","7967","7375","64%","NA","Fall 2011","$13,147","-","445188","04127100"
"University of California-Riverside","900 University Ave, Riverside, California 92521","WWW.UCR.EDU","4-year, Public","Bachelor's degree|Master's degree|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Large","Yes","23279","20073","75%","16%","Fall 2011","$12,404","-","110671","00131600"
"University of California-San Diego","9500 Gilman Dr, La Jolla, California 92093","www.ucsd.edu","4-year, Public","Bachelor's degree|Master's degree|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Large","Yes","35772","28587","85%","NA","Fall 2011","$14,616","-","110680","00131700"
"University of California-San Francisco","500 Parnassus Ave, San Francisco, California 94143-0244","www.ucsf.edu","4-year, Public","Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Large","Yes","3107","","NA","NA","Fall 2011","NA","-","110699","00131900"
"University of California-Santa Barbara","5221 Cheadle Hall, Santa Barbara, California 93106","www.ucsb.edu","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship","Suburb: Midsize","Yes","25057","22186","81%","NA","Fall 2011","$16,154","-","110705","00132000"
"University of California-Santa Cruz","1156 High St, Santa Cruz, California 95064-1011","www.ucsc.edu/","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship","City: Small","Yes","19457","17577","77%","4%","Fall 2011","$16,792","-","110714","00132100"
"University of East-West Medicine","595 Lawrence Expressway, Sunnyvale, California 94085-3922","www.uewm.edu","4-year, Private for-profit","Master's degree|Doctor's degree - professional practice","City: Midsize","No","30","","NA","NA","Fall 2011","NA","-","447801","03995300"
"University of La Verne","1950 Third St, La Verne, California 91750-4401","www.laverne.edu/","4-year, Private not-for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship|Doctor's degree - professional practice","Suburb: Large","Yes","8159","5168","66%","NA","Fall 2011","$27,718","-","117140","00121600"
"University of Phoenix-California","3110 East Guasti Road, Ontario, California 91761","www.phoenix.edu","4-year, Private for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate","City: Midsize","No","9832","8125","18%","NA","Fall 2011","$15,460","-","484631","32098800"
"University of Redlands","1200 E. Colton Ave, Redlands, California 92373-0999","www.redlands.edu","4-year, Private not-for-profit","Less than one year certificate|One but less than two years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship","City: Small","Yes","4898","3130","77%","6%","Fall 2011","$32,923","-","121691","00132200"
"University of Saint Katherine","1637 Capalina Road, San Marcos, California 92069","www.usk.edu","4-year, Private not-for-profit","Bachelor's degree","Suburb: Large","No","137","137","92%","NA","Fall 2011","$11,960","-","488785","04259700"
"University of San Diego","5998 Alcala Park, San Diego, California 92110-2492","www.sandiego.edu","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Large","Yes","8905","5774","82%","NA","Fall 2011","$38,592","-","122436","01039500"
"University of San Francisco","2130 Fulton St, San Francisco, California 94117-1080","https://www.usfca.edu","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Large","Yes","11063","6845","77%","13%","Fall 2011","$35,270","-","122612","00132500"
"University of Southern California","University Park, Los Angeles, California 90089","www.usc.edu/","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice|Doctor's degree - other","City: Large","Yes","45687","19170","92%","NA","Fall 2011","$32,892","-","123961","00132800"
"University of St. Augustine for Health Sciences","700 Windy Point Drive, San Marcos, California 92069","www.usa.edu","4-year, Private for-profit","Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice|Doctor's degree - other","Suburb: Large","No","2992","","NA","NA","Fall 2011","NA","-","367954","03171300"
"University of the Pacific","3601 Pacific Ave, Stockton, California 95211-0197","www.pacific.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Large","Yes","6255","3548","70%","NA","Fall 2011","$32,715","-","120883","00132900"
"University of the People","225 S. Lake Ave., Suite 300, Pasadena, California 91101","uopeople.edu","4-year, primarily associate's, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree","City: Midsize","No","2138","1632","13%","NA","Fall 2011","$2,138","-","488846",""
"University of the West","1409 Walnut Grove Ave, Rosemead, California 91770","www.uwest.edu","4-year, Private not-for-profit","One but less than two years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","Suburb: Large","Yes","354","185","50%","NA","Fall 2011","$12,883","-","449870","03696300"
"University of West Los Angeles","9800 S. La Cienega Blvd., Inglewood, California 90301","www.uwla.edu","4-year, Private for-profit","Bachelor's degree|Master's degree|Doctor's degree - professional practice","Suburb: Large","No","","","NA","NA","Fall 2011","NA","-","484862",""
"Vanguard University of Southern California","55 Fair Dr, Costa Mesa, California 92626","https://www.vanguard.edu","4-year, Private not-for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Master's degree|Post-master's certificate","City: Midsize","Yes","2116","1840","61%","NA","Fall 2011","$21,611","-","123651","00129300"
"West Coast Ultrasound Institute","291 S La Cienega Blvd Ste 500, Beverly Hills, California 90211","WCUI.edu","4-year, primarily associate's, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate|Bachelor's degree","Suburb: Large","No","822","822","76%","NA","Fall 2014","$27,560","-","441229","03639300"
"West Coast University-Center for Graduate Studies","590 North Vermont Avenue, Los Angeles, California 90004","westcoastuniversity.edu/","4-year, Private for-profit","Master's degree|Doctor's degree - professional practice","City: Large","No","469","","NA","NA","Fall 2011","NA","-","489858","03698307"
"West Coast University-Los Angeles","12215 Victory Boulevard, North Hollywood, California 91606","westcoastuniversity.edu/","4-year, Private for-profit","Bachelor's degree","City: Large","No","1660","1660","35%","NA","Fall 2011","$39,031","-","443331","03698300"
"West Coast University-Ontario","2855 E. Guasti Rd, Ontario, California 91761","westcoastuniversity.edu/","4-year, Private for-profit","Bachelor's degree","City: Midsize","No","1253","1253","38%","NA","Fall 2011","$38,904","-","458229","03698302"
"West Coast University-Orange County","1477 S Manchester Ave, Anaheim, California 92802","westcoastuniversity.edu/","4-year, Private for-profit","Bachelor's degree|Master's degree|Post-master's certificate","City: Large","No","2555","1973","50%","NA","Fall 2011","$39,095","-","458210","03698301"
"West Los Angeles College","9000 Overland Avenue, Culver City, California 90230-3519","www.wlac.edu","4-year, primarily associate's, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate|Bachelor's degree","Suburb: Large","No","10477","10477","16%","14%","Fall 2011","$8,881","-","125471","00859600"
"Westcliff University","16715 Von Karman Ave #100, Irvine, California 92606","www.westcliff.edu/","4-year, Private for-profit","Less than one year certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship","City: Large","Yes","1301","469","NA","NA","Fall 2011","NA","-","490133","04249600"
"Western Seminary-Sacramento","290 Technology Way, Ste 200, Rocklin, California 95765","https://www.westernseminary.edu","4-year, Private not-for-profit","Postbaccalaureate certificate|Master's degree","Rural: Fringe","","","","NA","NA","Fall 2017","NA","-","21036802","00717804"
