unit: ug/m3,,,,,,,,,,,,,,,,,,,,
Time,K,Ca,V,Cr,Mn,Fe,Ni,Cu,Zn,As,Se,Ba,Pb,PM2.5,Cl-,NO3-,SO4=,NH4+,OC,EC
12/6/2014 22:00,0.628616,0.358672,0.0018,0.004249,0.048178,0.703074,0.001816,0.01787,0.134976,0.006449,0.002784,0.034259,0.0346,38.5392,1.382,3.958,5.434,2.51,9.5814,2.6402
12/6/2014 23:00,0.604006,0.458842,0.001811,0.003616,0.040883,0.715434,0.002086,0.021865,0.117538,0.004973,0.002296,0.037537,0.027729,34.1813,1.998,4.865,3.205,2.417,10.6863,3.0509
12/7/2014 0:00,0.622859,0.379568,0.001646,0.002985,0.037604,0.647413,0.002446,0.023576,0.100334,0.004754,0.002221,0.032946,0.025432,62.7288,2.084,4.423,4.716,2.88,19.9221,4.0692
12/7/2014 1:00,1.369,0.377636,0.001424,0.002501,0.039021,0.64621,0.002597,0.034246,0.113259,0.004921,0.003311,0.032061,0.035129,57.7995,3.163,6.073,3.747,3.083,21.5243,4.3166
12/7/2014 2:00,1.255,0.385544,0.001099,0.003944,0.042739,0.727786,0.003945,0.030628,0.139697,0.006664,0.003366,0.036669,0.040438,60.8872,2.453,4.517,4.357,3.085,16.0982,4.0674
12/7/2014 3:00,0.968883,0.377205,0.002476,0.00517,0.056626,0.841929,0.005356,0.027873,0.128677,0.005709,0.002692,0.039188,0.043364,37.1222,2.818,5.57,3.387,3.118,11.7501,3.4473
12/7/2014 4:00,0.725821,0.235271,0.007844,0.002345,0.04057,0.576598,0.005072,0.02101,0.104641,0.004499,0.00242,0.026447,0.038259,48.7475,4.934,4.675,4.921,5.012,12.4553,5.5719
12/7/2014 5:00,0.756252,0.218591,0.011228,0.001675,0.056507,0.531176,0.004653,0.07224,0.139434,0.010934,0.002695,0.022736,0.069704,34.9656,3.335,5.204,3.426,3.713,10.1535,3.5654
12/7/2014 6:00,0.699842,0.181163,0.006682,0.001748,0.045852,0.449761,0.003558,0.023439,0.11416,0.007213,0.002156,0.021032,0.045251,30.8902,4.406,4.548,5.224,4.763,10.1639,3.5841
12/7/2014 7:00,0.674677,0.233531,0.00819,0.002353,0.038279,0.472735,0.004356,0.016702,0.118301,0.008168,0.003144,0.020616,0.039546,37.4525,5.873,7.21,4.335,5.427,10.3326,3.796
12/7/2014 8:00,0.76569,0.495344,0.011005,0.003042,0.100804,1.22,0.004899,0.019983,1.533,0.00981,0.003527,0.032321,0.041116,50.7238,3.138,7.314,7.02,5.674,12.0479,4.4979
12/7/2014 9:00,0.827593,0.629584,0.010694,0.003901,0.099292,1.216,0.005006,0.02231,0.980742,0.011991,0.004093,0.038973,0.044112,46.6319,3.779,13.277,7.197,6.993,13.2329,5.5695
12/7/2014 10:00,0.97144,0.650587,0.011233,0.003324,0.139525,1.453,0.004741,0.029002,0.500645,0.015619,0.005748,0.045046,0.072886,57.0531,2.213,11.935,11.382,7.173,12.8579,3.9315
12/7/2014 11:00,0.883377,0.343989,0.007229,0.006316,0.075406,0.682564,0.004467,0.026413,0.294749,0.019702,0.00696,0.031611,0.066807,42.9037,1.579,12.069,7.004,5.239,10.1951,2.3567
12/7/2014 12:00,1.064,0.267205,0.004996,0.007582,0.06465,0.622302,0.006924,0.021958,0.209347,0.014301,0.006294,0.033809,0.052292,37.9203,0.752,8.689,14.567,4.061,10.4368,2.5258
12/7/2014 13:00,0.724284,0.207384,0.001803,0.008112,0.044909,0.540139,0.00905,0.015933,0.187287,0.016559,0.004787,0.027822,0.04482,55.8219,1.348,12.125,6.823,5.032,11.22,2.5223
12/7/2014 14:00,0.885724,0.29106,0.001693,0.021193,0.052607,0.604731,0.012463,0.016709,0.252117,0.011289,0.007319,0.031947,0.057105,72.3662,1.548,11.49,15.172,5.435,14.2219,2.9475
12/7/2014 15:00,1.272,0.62467,0.005463,0.010872,0.071274,1.108,0.007435,0.023602,0.40856,0.015438,0.014246,0.064601,0.069428,85.9245,2.306,16.853,9.386,7.539,16.2923,3.379
12/7/2014 16:00,1.339,0.732032,0.009321,0.013281,0.08704,1.343,0.009739,0.029099,0.42462,0.018873,0.016815,0.079575,0.086442,87.0426,1.878,12.527,14.23,5.929,17.1339,3.9185
12/7/2014 17:00,1.566,0.681814,0.007727,0.011818,0.090829,1.192,0.008464,0.035945,0.459353,0.018952,0.013109,0.062899,0.088925,98.8144,2.81,12.295,5.969,5.225,26.2788,5.1493
12/7/2014 18:00,1.704,0.805536,0.005739,0.011517,0.108267,1.349,0.007353,0.048594,0.596521,0.023075,0.012121,0.068649,0.088374,106.852,3.516,15.927,13.426,8.133,35.0958,5.9953
12/7/2014 19:00,1.847,0.767818,0.005349,0.013975,0.106601,1.254,0.009563,0.044814,0.546439,0.025751,0.012811,0.069524,0.096982,116.9794,6.3,22.052,11.17,11.508,33.1052,7.3293
12/7/2014 20:00,2.047,1.097,0.004622,0.017792,0.104553,1.387,0.009242,0.042759,0.614888,0.027847,0.011339,0.081307,0.111495,134.8308,5.219,17.527,16.777,10.244,24.6994,6.9764
12/7/2014 21:00,2.358,0.85918,0.002602,0.030547,0.128803,1.381,0.015311,0.069197,0.787539,0.037684,0.014976,0.109622,0.204664,118.0529,5.558,23.523,12.793,12.673,20.5607,5.3726
12/7/2014 22:00,2.353,0.807773,0.002763,0.038081,0.127546,1.385,0.017975,0.062855,0.851147,0.041736,0.01754,0.091668,0.230924,102.1544,4.565,17.479,17.895,10.314,21.8269,5.9418
12/7/2014 23:00,2.18,0.76563,0.002223,0.030628,0.119253,1.339,0.013308,0.0534,0.775283,0.042022,0.017063,0.069306,0.213513,100.4805,6.042,23.378,14.777,13.14,21.6801,5.5113
12/8/2014 0:00,2.322,0.796208,0.004941,0.031841,0.126849,1.336,0.012061,0.079375,0.867673,0.038247,0.018176,0.067248,0.244244,115.9825,4.236,22.119,22.366,12.452,24.22014,5.44737
12/8/2014 1:00,2.529,0.546509,0.006199,0.018246,0.113462,1.169,0.007205,0.067993,0.70124,0.039388,0.016831,0.054998,0.220629,151.1988,4.377,37.734,16.697,18.231,25.98534,4.79919
12/8/2014 2:00,2.523,0.57716,0.006257,0.014812,0.109987,1.131,0.007043,0.047799,0.721375,0.038647,0.01768,0.056761,0.211243,153.5986,3.285,29.733,22.706,15.157,26.13436,4.41628
12/8/2014 3:00,2.489,0.504558,0.00533,0.014002,0.105225,0.962893,0.007414,0.039372,0.730207,0.034309,0.016988,0.051089,0.192626,143.5534,4.452,42.826,19.241,20.921,24.991,4.29638
12/8/2014 4:00,2.573,0.575081,0.005361,0.014716,0.11504,1.028,0.007976,0.039614,1.053,0.035743,0.018779,0.054804,0.208238,140.3743,3.37,29.422,24.677,15.546,23.59255,4.14143
12/8/2014 5:00,2.293,0.462172,0.005878,0.012018,0.103232,0.85815,0.007303,0.03188,0.921929,0.032623,0.016217,0.043833,0.190737,161.9054,4.377,37.853,18.929,19.766,23.31846,4.26781
12/8/2014 6:00,2.098,0.391074,0.005111,0.009757,0.087552,0.813177,0.005756,0.032619,0.665185,0.033482,0.01458,0.040063,0.174005,145.525,2.879,21.094,18.34,12.428,19.78014,3.70182
12/8/2014 7:00,1.739,0.354911,0.004836,0.032295,0.071912,0.677052,0.005175,0.025516,0.502765,0.028264,0.012178,0.03789,0.152197,102.6589,3.405,22.6,13.771,12.409,15.7133,3.17842
12/8/2014 8:00,1.354,0.369031,0.003172,0.005925,0.066747,0.684001,0.003438,0.02265,0.455764,0.023145,0.0092,0.037122,0.128024,79.498,2.062,14.781,17.093,9.187,13.46688,3.07739
12/8/2014 9:00,1.266,0.377399,0.004031,0.004692,0.070099,0.718096,0.002978,0.019421,0.439068,0.019064,0.007868,0.035977,0.133547,58.6293,3.162,18.995,12.752,10.409,12.18736,2.58488
12/8/2014 10:00,1.041,0.320014,0.003119,0.004076,0.064727,0.63503,0.002569,0.01539,0.375261,0.014827,0.006678,0.031452,0.096407,62.2986,1.918,11.38,22.139,6.999,11.97957,2.61666
12/8/2014 11:00,0.894845,0.330783,0.001947,0.005196,0.064805,0.676713,0.002419,0.014376,0.323685,0.01474,0.005078,0.028664,0.092281,31.2906,0.997,6.668,7.318,3.587,6.38397,1.00696
12/8/2014 12:00,0.602949,0.361899,0.001639,0.003829,0.039016,0.748634,0.001749,0.010714,0.112966,0.011668,0.004659,0.040922,0.058464,33.9077,0.878,5.615,16.013,3.419,7.72035,1.15396
12/8/2014 13:00,0.698508,0.215365,0.001293,0.005982,0.048655,0.656369,0.002989,0.011472,0.136856,0.015447,0.007678,0.02374,0.075695,50.2589,1.483,8.193,8.667,4.216,8.52647,1.37763
12/8/2014 14:00,0.818567,0.191912,0.003598,0.006019,0.057415,0.738897,0.004059,0.01163,0.177586,0.018879,0.008645,0.016389,0.119911,55.5739,1.714,10.012,20.462,7.314,8.42297,1.44798
12/8/2014 15:00,0.787632,0.194027,0.001691,0.005428,0.052477,0.729522,0.003569,0.011241,0.208442,0.013407,0.007138,0.020707,0.098855,69.3181,2.112,12.501,14.859,9.086,8.21909,1.35014
12/8/2014 16:00,0.685573,0.166607,0.002562,0.006239,0.052944,0.686786,0.003536,0.011988,0.204329,0.011858,0.005874,0.020452,0.06498,65.869,1.046,8.222,19.284,7.05,7.96131,1.25522
12/8/2014 17:00,0.608369,0.140738,0.002506,0.006692,0.040086,0.502355,0.003399,0.009638,0.175084,0.010951,0.004858,0.016839,0.052181,54.7652,1.26,8.763,13.538,7.329,7.58711,1.13379
12/8/2014 18:00,0.53486,0.098286,0.005206,0.002716,0.024902,0.275203,0.004269,0.007782,0.127022,0.009126,0.003922,0.013341,0.042446,44.9557,0.738,5.529,16.478,5.571,7.182,1.00808
12/8/2014 19:00,0.490855,0.081184,0.004718,0.001111,0.019891,0.220456,0.0037,0.007205,0.087887,0.008112,0.003747,0.010785,0.037145,45.2945,1.785,10.09,12.601,7.696,8.57514,1.14602
12/8/2014 20:00,0.539951,0.079409,0.001789,0.004947,0.024169,0.302818,0.002263,0.007984,0.111258,0.009046,0.00412,0.01177,0.040753,59.2795,1.801,9.041,14.214,7.398,10.51713,1.87446
12/8/2014 21:00,0.751838,0.122912,0.002888,0.003395,0.030025,0.47956,0.002477,0.010812,0.128472,0.013221,0.006189,0.014966,0.070319,64.8777,2.919,13.68,13.558,10.041,11.59235,2.49725
12/8/2014 22:00,0.888826,0.152164,0.003137,0.003739,0.039164,0.502462,0.002396,0.012966,0.147031,0.014681,0.006066,0.020436,0.099043,68.4559,3.491,9.636,13.265,8.333,12.57905,3.7886
12/8/2014 23:00,1.116,0.189891,0.002598,0.007265,0.03722,0.490769,0.003354,0.016242,0.153148,0.018837,0.009712,0.030385,0.077734,66.9065,3.7,11.84,11.975,9.083,12.17586,3.43842
12/9/2014 0:00,1.032,0.165047,0.003216,0.028901,0.04313,0.483169,0.004049,0.015641,0.142393,0.016957,0.007672,0.028656,0.054231,69.8793,2.711,7.756,10.764,7.352,13.2257,3.44812
12/9/2014 1:00,1.239,0.159634,0.002941,0.05035,0.055547,0.598017,0.006037,0.016087,0.169125,0.018375,0.007322,0.033622,0.067435,71.759,4.122,9.268,10.674,7.891,12.16131,3.26016
12/9/2014 2:00,1.029,0.158767,0.004157,0.038954,0.054091,0.600127,0.008729,0.014763,0.179734,0.017693,0.006123,0.030981,0.068735,55.7632,1.838,4.271,8.051,5.581,9.67755,2.27068
12/9/2014 3:00,0.640383,0.104084,0.005939,0.01917,0.037898,0.396381,0.00693,0.009506,0.127518,0.010014,0.003534,0.018285,0.047588,24.5077,0.899,2.633,7.522,3.508,5.06329,0.80644
12/9/2014 4:00,0.237072,0.067863,0.012279,0.003155,0.012495,0.177827,0.004578,0.00432,0.042331,0.003693,0.001488,0.008761,0.019474,15.528,0.83,1.472,8.321,3.739,4.99824,0.61586
12/9/2014 5:00,0.210427,0.041362,0.012394,0.000261,0.007779,0.135057,0.003867,0.002422,0.029935,0.002769,0.001455,0.007491,0.014569,19.8082,0.625,1.673,6.854,2.776,4.61125,0.64046
12/9/2014 6:00,0.218994,0.047561,0.008594,0.000148,0.008929,0.171912,0.002708,0.002949,0.033743,0.003197,0.001539,0.013554,0.01496,18.8861,0.642,1.172,7.39,3.128,4.98886,0.68404
12/9/2014 7:00,0.234904,0.076349,0.007029,0.000213,0.011588,0.242546,0.002645,0.003328,0.035494,0.002425,0.0013,0.013939,0.015598,19.1334,0.885,1.596,5.475,2.074,4.5898,1.12428
12/9/2014 8:00,0.255101,0.154338,0.005492,0.001336,0.016763,0.340768,0.001879,0.008902,0.059822,0.002837,0.001268,0.016907,0.015457,18.6961,0.475,1.155,6.548,2.465,4.58295,0.99925
12/9/2014 9:00,0.242694,0.153032,0.003609,0.000545,0.022365,0.358938,0.001769,0.00882,0.079812,0.002721,0.001232,0.016899,0.013863,13.455,0.775,1.343,4.63,1.475,4.56842,0.76054
12/9/2014 10:00,0.222178,0.141881,0.001917,0.000512,0.024192,0.32937,0.001291,0.006752,0.086069,0.001832,0.000819,0.0161,0.01372,14.3838,0.639,0.949,6.507,2.048,4.29142,0.61774
12/9/2014 11:00,0.225046,0.140097,0.001164,0.001325,0.03445,0.326197,0.001686,0.006052,0.084543,0.002156,0.000664,0.015969,0.016352,16.4005,0.71,1.105,3.89,1.012,4.53139,0.59832
12/9/2014 12:00,0.211878,0.136845,0.002893,0.000896,0.03606,0.312829,0.002249,0.005962,0.06118,0.00222,0.000606,0.015398,0.014243,12.177,0.633,0.761,4.691,1.221,4.61387,0.50066
12/9/2014 13:00,0.172555,0.081857,0.002996,0.000438,0.032356,0.255973,0.001832,0.004912,0.04388,0.001221,0.000452,0.016307,0.010054,12.9515,0.624,1.111,4.522,1.18,4.30356,0.51547
12/9/2014 14:00,0.181193,0.117266,0.004713,0.000896,0.036922,0.318296,0.002176,0.006854,0.069386,0.002605,0.000322,0.019665,0.011553,17.5941,0.546,0.86,6.797,2.127,4.29458,0.59227
12/9/2014 15:00,0.189195,0.114347,0.005309,0.001113,0.039576,0.318355,0.002442,0.006157,0.082041,0.003997,0.000461,0.0148,0.009825,19.8529,0.792,1.18,5.194,1.399,4.67839,0.67274
12/9/2014 16:00,0.247529,0.122767,0.005335,0.002391,0.092055,0.539763,0.002947,0.007952,0.127614,0.004179,0.000443,0.021197,0.013933,20.0266,0.721,1.008,6.303,2.417,4.64604,0.86071
12/9/2014 17:00,0.267436,0.131384,0.00583,0.002811,0.092894,0.575885,0.002557,0.009946,0.153918,0.00487,0.000575,0.020466,0.017642,19.1207,0.824,1.361,6.009,1.925,5.10876,0.84529
12/9/2014 18:00,0.264941,0.127839,0.007362,0.002387,0.089357,0.530475,0.003894,0.008999,0.114026,0.005678,0.000582,0.020355,0.018125,24.117,1.067,1.384,6.354,2.835,7.24236,1.13498
12/9/2014 19:00,0.415355,0.137779,0.007,0.002136,0.057054,0.441928,0.002899,0.009001,0.099253,0.00722,0.000887,0.021739,0.021263,26.3521,1.402,1.926,6.477,2.727,7.86307,1.17047
12/9/2014 20:00,0.368023,0.095562,0.004543,0.001222,0.039735,0.328421,0.003344,0.008334,0.082857,0.005465,0.000864,0.015847,0.02424,26.3935,0.816,1.346,6.278,3.192,7.06827,1.02599
12/9/2014 21:00,0.300967,0.099264,0.004093,0.001361,0.019643,0.256926,0.00197,0.006712,0.050064,0.006146,0.000771,0.012704,0.021802,22.6252,0.845,1.921,6.668,2.65,7.58557,1.01881
12/9/2014 22:00,0.304866,0.107897,0.003117,0.001222,0.027632,0.281943,0.001843,0.007207,0.064428,0.006135,0.000826,0.014115,0.025198,25.1865,1.228,1.936,6.719,3.593,9.95566,1.67499
12/9/2014 23:00,0.586414,0.168256,0.009069,0.001579,0.047145,0.44701,0.00444,0.009925,0.077772,0.006715,0.001041,0.021347,0.02961,42.7523,1.466,2.241,7.332,3.1,7.89737,1.53092
12/10/2014 0:00,0.4755,0.176793,0.015528,0.001437,0.026564,0.36401,0.008345,0.008311,0.077602,0.006514,0.001289,0.017535,0.028035,32.6534,0.882,1.338,7.097,3.382,6.227,0.94723
12/10/2014 1:00,0.289912,0.100008,0.008376,0.000407,0.013319,0.211705,0.005013,0.00919,0.052373,0.003495,0.000564,0.009833,0.026611,26.5729,1.307,1.819,6.542,2.834,6.1911,0.9047
12/10/2014 2:00,0.25814,0.082769,0.006915,0.000554,0.013074,0.199843,0.004917,0.00438,0.049272,0.003779,0.000782,0.010925,0.024675,24.3534,1.272,1.418,6.526,3.345,6.32753,1.26159
12/10/2014 3:00,0.330568,0.073861,0.010958,0.000736,0.01231,0.193211,0.005611,0.003937,0.064653,0.004353,0.000918,0.012108,0.027008,27.0768,1.634,1.979,5.256,2.387,6.6554,1.14074
12/10/2014 4:00,0.288894,0.07203,0.013715,0.004028,0.025601,0.38883,0.005417,0.004067,0.117238,0.005151,0.000845,0.02578,0.02857,21.8657,1.078,1.244,5.921,3.158,5.82476,1.38309
12/10/2014 5:00,0.240849,0.105739,0.029698,0.004354,0.015379,0.235677,0.009749,0.004112,0.082962,0.004235,0.000867,0.026983,0.031781,18.1842,1.337,1.688,4.347,1.885,5.55431,1.06893
12/10/2014 6:00,0.186408,0.06347,0.027901,0.000455,0.014328,0.210068,0.008943,0.004434,0.076321,0.003547,0.000766,0.016811,0.029515,20.6386,0.943,1.439,4.639,2.677,5.24305,1.14667
12/10/2014 7:00,0.185948,0.178576,0.022763,0.000999,0.012826,0.247179,0.010073,0.007649,0.080886,0.00316,0.00094,0.020032,0.032834,18.3339,0.899,2.021,3.479,1.537,5.56308,1.53501
12/10/2014 12:00,0.687003,0.761671,0.017927,0.006913,0.125923,1.636,0.009373,0.025905,0.62694,0.008563,0.002054,0.058132,0.038251,48.8207,3.613,7.839,5.245,3.724,12.4816015,2.999339188
12/10/2014 13:00,0.656299,0.46192,0.015561,0.007648,0.058902,0.831185,0.008941,0.038443,0.399679,0.009719,0.002328,0.046652,0.047312,41.1916,3.404,7.593,6.248,4.374,12.4816015,2.999339188
12/10/2014 14:00,0.491771,0.187303,0.009712,0.006151,0.043432,0.477594,0.006396,0.008993,0.23724,0.006632,0.002448,0.024761,0.028048,38.4253,3.912,10.93,10.077,7.125,9.16147,2.16653
12/10/2014 15:00,0.681573,0.29276,0.009598,0.016994,0.058149,0.677868,0.012139,0.017504,0.386778,0.01403,0.004589,0.040804,0.055423,62.6107,4.219,12.467,11.985,8.547,11.20794,3.05721
12/10/2014 16:00,0.795023,0.305088,0.006146,0.02518,0.082915,0.900736,0.013596,0.024757,0.360886,0.015626,0.005916,0.045242,0.06901,65.0047,5.897,12.472,14.622,10.385,12.51273,3.65438
12/10/2014 17:00,1.101,0.35776,0.005245,0.025224,0.124278,1.202,0.011051,0.039915,0.556086,0.022668,0.009278,0.048071,0.134383,72.6955,7.305,13.514,17.944,12.199,15.41468,4.43195
12/10/2014 18:00,1.209,0.344791,0.004965,0.02145,0.156889,1.432,0.01198,0.069415,0.816798,0.029851,0.009752,0.054771,0.147547,92.7435,6.833,14.287,17.956,12.242,14.39607,4.05027
12/10/2014 19:00,1.339,0.289998,0.007953,0.021188,0.169049,1.475,0.011459,0.050876,0.912323,0.031634,0.011265,0.055216,0.144814,98.0627,5.812,14.222,18.654,12.916,14.33018,3.84667
12/10/2014 20:00,1.399,0.18291,0.00839,0.022626,0.164022,1.328,0.013614,0.035315,0.657134,0.026202,0.010647,0.046828,0.115357,82.4139,3.933,13.793,15.986,11.386,12.65371,3.0347
12/10/2014 21:00,1.135,0.095219,0.007564,0.013691,0.108883,0.849956,0.008936,0.019965,0.323428,0.021337,0.007744,0.029503,0.064169,73.5804,4.012,15.99,15.897,11.613,12.84323,2.58027
12/10/2014 22:00,1.134,0.088126,0.012104,0.017005,0.083972,0.762516,0.008465,0.016986,0.354547,0.018577,0.006999,0.02992,0.070131,65.4985,3.702,15.534,13.613,10.938,10.45983,2.25618
12/10/2014 23:00,0.968429,0.073317,0.00578,0.010569,0.05652,0.514843,0.004964,0.014101,0.296914,0.016677,0.005024,0.021379,0.059043,60.9136,3.934,14.804,11.477,9.972,10.86339,2.32496
12/11/2014 0:00,0.945492,0.057337,0.00497,0.011295,0.067781,0.619356,0.004967,0.014188,0.267804,0.01484,0.005317,0.018557,0.064426,67.7819,3.512,14.75,12.504,10.016,11.9102,1.9636
12/11/2014 1:00,0.797681,0.039592,0.004107,0.008219,0.047103,0.488141,0.004194,0.010225,0.219939,0.010912,0.006416,0.015345,0.046203,67.695,2.093,11.591,11.321,8.18,9.354,1.609
12/11/2014 2:00,0.694372,0.030648,0.004045,0.004906,0.034855,0.344027,0.003559,0.006892,0.161983,0.009783,0.006011,0.009588,0.042361,53.8023,2.211,12.712,12.815,9.191,9.2933,1.8077
12/11/2014 3:00,0.814478,0.038062,0.004559,0.003931,0.033368,0.416918,0.003071,0.008405,0.163876,0.012087,0.006568,0.010911,0.069129,67.3836,2.802,15.735,15.423,11.265,10.2891,1.9483
12/11/2014 4:00,0.957493,0.064626,0.003794,0.004854,0.034867,0.461902,0.003067,0.010948,0.230082,0.018866,0.007627,0.012336,0.094996,80.7942,2.898,18.067,17.725,13.143,12.8373,2.3875
12/11/2014 5:00,1.277,0.119772,0.003312,0.006089,0.047299,0.521971,0.003558,0.015679,0.322428,0.030671,0.010042,0.017042,0.132704,100.1017,3.885,20.538,21.166,15.592,14.6674,2.866
12/11/2014 6:00,1.415,0.162764,0.003653,0.007263,0.055276,0.627782,0.003896,0.018847,0.486929,0.035854,0.01199,0.020986,0.159144,120.8413,4.442,23.747,22.874,17.584,15.9729,3.1687
12/11/2014 7:00,1.611,0.233753,0.003473,0.007429,0.066256,0.722035,0.004586,0.021956,0.571746,0.036094,0.013215,0.028082,0.179385,121.8599,3.621,20.754,20.152,15.119,16.5283,3.3714
12/11/2014 8:00,1.619,0.325906,0.003108,0.006685,0.067054,0.756706,0.0042,0.022373,0.502194,0.030561,0.011525,0.036588,0.158964,111.0595,3.838,18.788,17.704,13.16,16.2055,3.3034
12/11/2014 9:00,1.645,0.427991,0.00321,0.006095,0.072978,0.88042,0.003355,0.023206,0.57627,0.026806,0.011108,0.045051,0.146556,94.3338,2.789,14.939,13.399,9.471,14.1798,3.0141
12/11/2014 10:00,1.533,0.536772,0.004559,0.005741,0.077255,1.057,0.003821,0.022134,0.630767,0.022085,0.009372,0.054485,0.125961,82.0006,2.288,14.58,13.772,9.438,12.598,2.5174
12/11/2014 11:00,1.245,0.64662,0.003732,0.005996,0.074754,1.176,0.003712,0.018328,0.353682,0.016672,0.007028,0.061685,0.103254,77.5596,1.924,10.954,10.518,6.775,9.8953,1.84
12/11/2014 12:00,1.002,0.719693,0.002378,0.00442,0.059395,1.119,0.00234,0.014816,0.174354,0.011718,0.004503,0.063601,0.074873,65.1853,1.888,10.257,9.436,6.057,9.6144,1.4923
12/11/2014 13:00,0.93111,0.792532,0.002554,0.002579,0.051581,1.071,0.002158,0.014629,0.167057,0.012445,0.004173,0.062221,0.05579,60.2268,2.147,10.399,9.813,6.322,8.49,1.5442
12/11/2014 14:00,0.970367,0.832546,0.003504,0.004253,0.057687,1.131,0.002569,0.014124,0.192062,0.011579,0.004344,0.061933,0.062714,60.657,1.858,8.618,9.278,5.454,7.5421,1.3048
12/11/2014 15:00,0.791822,0.652571,0.002581,0.003176,0.043383,0.925796,0.002017,0.011099,0.154325,0.008598,0.003606,0.052145,0.056542,55.9718,1.762,7.936,9.106,5.211,7.7459,1.3074
12/11/2014 16:00,0.764467,0.682143,0.001886,0.00428,0.05247,0.961323,0.00242,0.012007,0.182808,0.008243,0.00324,0.052774,0.047881,49.309,1.556,6.047,7.593,4.244,7.298,1.0941
12/11/2014 17:00,0.63702,0.577316,0.001989,0.003355,0.041772,0.818662,0.0024,0.010499,0.134154,0.007374,0.00261,0.044028,0.0418,43.4576,1.533,4.849,7,3.428,6.79,1.1018
12/11/2014 18:00,0.512013,0.424951,0.001801,0.003117,0.031757,0.608768,0.002085,0.009815,0.104635,0.008349,0.002492,0.036913,0.036193,24.8995,1.281,3.567,5.936,2.667,5.6788,0.7822
12/11/2014 19:00,0.357584,0.260238,0.00138,0.000921,0.018525,0.372389,0.000979,0.006309,0.058608,0.003865,0.001926,0.024002,0.020209,26.0804,1.469,4.774,6.724,3.363,5.8591,0.8411
12/11/2014 20:00,0.386354,0.229282,0.002367,0.001935,0.021667,0.348286,0.001919,0.006847,0.068918,0.003101,0.002098,0.02194,0.022068,30.8892,1.791,6.549,8.113,4.492,6.1194,1.0375
12/11/2014 21:00,0.492327,0.23096,0.001202,0.002297,0.029614,0.394922,0.001603,0.00808,0.078168,0.005697,0.002463,0.023459,0.040835,36.9164,1.584,7.87,8.632,5.291,6.4257,1.3265
12/11/2014 22:00,0.604972,0.253877,0.00117,0.003203,0.028081,0.363468,0.001756,0.008691,0.093822,0.005781,0.002451,0.02585,0.04177,40.2157,1.854,9.731,8.327,5.944,7.2389,1.7648
12/11/2014 23:00,0.676786,0.272057,0.001095,0.001732,0.030199,0.360307,0.001588,0.010291,0.091323,0.005802,0.002757,0.027082,0.042497,46.0668,2.246,10.646,7.854,6.126,7.3333,1.6495
12/12/2014 0:00,0.842465,0.276946,0.001611,0.001364,0.037228,0.408163,0.002323,0.010708,0.117965,0.005938,0.002909,0.031134,0.048053,48.132,1.767,11.587,8.209,6.524,9.2485,1.7181
12/12/2014 1:00,0.871283,0.242441,0.001426,0.001815,0.033679,0.39709,0.002552,0.010942,0.125024,0.005225,0.003786,0.03181,0.043945,61.4194,2.082,12.348,8.985,7.068,8.9646,1.7942
12/12/2014 2:00,0.91776,0.312613,0.00256,0.00316,0.040872,0.539106,0.003569,0.013397,0.17814,0.013869,0.005038,0.032527,0.053173,51.7709,1.94,9.443,6.45,5.185,7.0676,1.3878
12/12/2014 3:00,0.756156,0.250737,0.003758,0.002497,0.039228,0.548752,0.003751,0.009829,0.155495,0.009973,0.00481,0.028569,0.039096,40.1115,1.958,7.495,5.045,3.965,6.4593,1.4111
12/12/2014 4:00,0.782886,0.192222,0.002226,0.003295,0.039173,0.523411,0.004297,0.01464,0.127422,0.008878,0.00495,0.031846,0.037727,40.7786,1.595,6.63,5.286,4.046,6.424,1.4543
12/12/2014 5:00,0.824151,0.231141,0.00074,0.004658,0.073864,0.663758,0.003469,0.021495,0.156801,0.015041,0.005953,0.030701,0.054743,44.617,2.461,6.731,6.953,4.649,8.1616,1.6098
12/12/2014 6:00,1.047,0.315675,0.00578,0.01606,0.098558,1.099,0.006701,0.02119,0.430205,0.017774,0.008845,0.030863,0.073087,49.7483,2.722,6.527,7.982,5.03,8.3809,1.7564
12/12/2014 7:00,1.018,0.384017,0.016006,0.024344,0.096233,1.317,0.012896,0.018242,0.549637,0.012617,0.008722,0.034817,0.073625,53.2553,3.188,6.353,5.305,4.256,8.7084,2.3187
12/12/2014 8:00,0.945348,0.421022,0.013933,0.017015,0.070933,0.940478,0.012248,0.020968,0.581879,0.011966,0.00645,0.034662,0.057888,50.1222,2.408,6.184,4.134,3.264,9.7915,2.6757
12/12/2014 9:00,1.04,0.50458,0.005211,0.017563,0.094668,1.053,0.011036,0.023704,0.860915,0.013385,0.007002,0.037354,0.081074,64.1873,3.678,14.011,9.442,8.172,12.3972,2.8665
12/12/2014 10:00,1.294,0.699915,0.004075,0.014262,0.102205,1.391,0.007502,0.028265,0.700589,0.018709,0.009591,0.053115,0.158699,61.4511,4.298,12.784,9.017,8.235,11.1412,2.4503
12/12/2014 11:00,1.326,1.131,0.006457,0.014715,0.103685,2.142,0.007296,0.026237,0.68205,0.021752,0.00852,0.108311,0.148967,62.5388,4.326,12.579,8.904,8.218,10.779,2.3878
